1;ku;712974770795585536;cs;Thu Mar 24 13:10:06 CET 2016;RT @ondrej_havlicek: Zelený čtvrtek je tu a přípravy na @container_brno vrcholí :-) 
1;pc;713103959523610624;cs;Thu Mar 24 21:43:27 CET 2016;Proměnlivější počasí a střídající se teploty k přelomu března a dubna patří. Přesně takové počasí nás čeká v... 
1;po;713022042228989952;cs;Thu Mar 24 16:17:56 CET 2016;Babišův projev: Proboha, on si to snad napsal sám: Ministr financí České republiky má problém. Vlastně, má jich mnoho. Uveďme ty hlavní: tajemné počátky Agrofertu spojené s neprůhlednou firmou
1;po;712999712639598595;cs;Thu Mar 24 14:49:13 CET 2016;RT @CT24zive: Hrad si vyzkoušel salvy nanečisto. Vítání čínského prezidenta je podle některých přehnané
1;kr;713131523189243904;cs;Thu Mar 24 23:32:59 CET 2016;Policejní pes poslal "gangstery" za mříže! To byla velká chyba 
1;kr;713131524074242049;cs;Thu Mar 24 23:32:59 CET 2016;Záhada vyřešena? Policisté zřejmě mají vraha mafiánského bosse!
1;pc;713474756771778560;cs;Fri Mar 25 22:16:52 CET 2016;Předpověď počasí na sobotu 26. března 2016 Zataženo až oblačno, místy mrholení či slabý déšť, na horách sněžení.
1;ji;712974812512169984;cs;Thu Mar 24 13:10:16 CET 2016;28% mediků z českých LF chce po škole jít do zahraničí, nejde jen o peníze, ale i pracovní podmínky a vztahy 
1;ji;712974402292473856;cs;Thu Mar 24 13:08:38 CET 2016;Velikonoční zábavu přichystal @ctu_cz právníkům z @O2_cz a @Vodafone_CZ. Kvůli cenám #LTE jim hrozí pokutou. 
1;po;712974256691417088;cs;Thu Mar 24 13:08:03 CET 2016;Izrael před atentáty varoval Belgii: Na letišti máte zásadní nedostatky via @echo24cz 
1;po;712974489194205188;cs;Thu Mar 24 13:08:59 CET 2016;Babiš ani ve sněmovně neříkal o Čapím hnízdě pravdu, usvědčuje ho pohledávka z roku 2008 #anióčko
1;ku;712974816995729408;cs;Thu Mar 24 13:10:17 CET 2016;V Brně kromě piva ve čtvrtek zezelená i Špilberk, jinde ožijí tradice: Špenát, zelené pivo a zelený Špilberk. Brněnská… #Brno_Brno_Zprávy
1;ku;712974829075324928;cs;Thu Mar 24 13:10:20 CET 2016;Lebku do filmu o Hepnarové půjčila potají školnice, scénu pak vystřihli: Na čtvrtek je naplánovaná oficiální… #Pardubice_Pardubice_zprávy
1;sp;712974890341634048;cs;Thu Mar 24 13:10:34 CET 2016;Letošní čtvrtfinále play off znovu jen dokazuje, jakým TOTÁLNÍM nesmyslem a znehodnocením soutěže je předkolo. Zlín i Chomutov na to dojely.
1;po;712974951712690176;cs;Thu Mar 24 13:10:49 CET 2016;Čínský prezident v Česku stráví 49 hodin. Stihne zasadit strom, postavit dům a zplodit syna :-) 
1;ji;712975164745588736;cs;Thu Mar 24 13:11:40 CET 2016;Šinkorová o tajné svatbě: Vypekla ji „nejlepší“ kámoška!
1;pr;713976304421314560;cs;Sun Mar 27 08:29:50 CEST 2016;Postavte tady slušnou silnici, apeluje šéf libereckého Densa na stát: Průmyslová zóna Jih v libereckém Doubí, kam… #Liberec_Liberec_zprávy
1;pr;714011108290519040;cs;Sun Mar 27 10:48:08 CEST 2016;Úřad průmyslového vlastnictví: Poplatky za patentový spor jsou pro české firmy likvidační 
1;ji;712975166599479297;cs;Thu Mar 24 13:11:40 CET 2016;Žena vážící 290 kilo nevstala 12 let z postele. Neuvěříte, co ji přimělo vše přehodnotit! 
1;sp;712975169497796608;cs;Thu Mar 24 13:11:41 CET 2016;Vodákům začala sezona, zatím čekají na vodu. Kde se jezdí? 
1;sp;712975170810593280;cs;Thu Mar 24 13:11:41 CET 2016;Krejčí mezi elitou. Je v sestavě nadějných hráčů Evropy 
1;po;713083471522955264;cs;Thu Mar 24 20:22:02 CET 2016;Miloš Zeman opět kuje pikle. Tentokrát chce zaprodat Česko Číně - 
1;ku;712975172031143936;cs;Thu Mar 24 13:11:42 CET 2016;Smutná Angelina Jolie: V roli Lary Croft ji chtějí nahradit touhle kočkou! Fanoušci se bouří 
1;ku;712975173494898688;cs;Thu Mar 24 13:11:42 CET 2016;Popelka se vrací: Libuše Šafránková bude na roztrhání! Co se chystá? 
1;kr;712975174837145600;cs;Thu Mar 24 13:11:42 CET 2016;BRUTÁLNÍ ÚTOK NA KADEŘNICI: Nečesaný se mi přiznal, že to udělal, uvedl u soudu muž, který s ním byl na jedné cele 
1;sp;712975176078589952;cs;Thu Mar 24 13:11:43 CET 2016;Přísnější tresty. Ruský chodec Kirďapkin přijde o zlato z OH 
1;kr;712975143686049801;cs;Thu Mar 24 13:11:35 CET 2016;RT @TheStudentTimes: Statisticky: oběti teroristických útoků v západní Evropě od roku 1970. Bývalo mnohem hůř. via @StatistaCharts 
1;ze;712974872696254465;cs;Thu Mar 24 13:10:30 CET 2016;Český sedlák se zdravým rozumem už do prasat nepůjde 
1;ze;712975950347157504;cs;Thu Mar 24 13:14:47 CET 2016;Anglie zveřejnila další kauzu špatného/nefunkčního systému čipování zvířat! 
1;sp;712975992978083840;cs;Thu Mar 24 13:14:57 CET 2016;CAS zpřísnil Rusům tresty za doping, chodec Kirďapkin přijde o olympijské zlato z Londýna. 
1;po;712976029522878464;cs;Thu Mar 24 13:15:06 CET 2016;Generál Petr Pavel: Vojenská intervence do #Sýrie není řešení @CRoPlus 
1;kr;712975774853177344;cs;Thu Mar 24 13:14:05 CET 2016;O problematice vnímání teroristických útoků v Evropě píše ve svém komentáři @meriwulfos: 
1;kr;712975532384763904;cs;Thu Mar 24 13:13:08 CET 2016;Zvrat v kauze Nečesaný: K napadení kadeřnice se mi přiznal, byl nafetovaný, řekl u soudu spoluvězeň. 
1;sp;712975778938368000;cs;Thu Mar 24 13:14:06 CET 2016;Skotové se nepřijeli mstít, roky starý Rezkův pád už neřeší. Stream od 20:45 a druhá půle živě na Radiožurnál - 
1;kr;712975907464589312;cs;Thu Mar 24 13:14:37 CET 2016;Teroristické útoky v Evropě zřejmě zorganizovala skupina až třiceti vzájemně propojených osob. 
1;ji;712975916478103553;cs;Thu Mar 24 13:14:39 CET 2016;RT @365tipu: Kalendář IT/C konferencí doplněn o Televizní digitalizaci 2.0 (16. dubna).  
1;ji;712975513304760321;cs;Thu Mar 24 13:13:03 CET 2016;ČTÚ hrozí O2 a Vodafonu kvůli cenám LTE dvoumilionovou pokutou 
1;po;712976174683725824;cs;Thu Mar 24 13:15:41 CET 2016;RT @Lupacz: Tak a je to tu zas. #EU chce po útocích v #Brusel od internetových firem a operátorů víc dat. 
1;po;712976615106588674;cs;Thu Mar 24 13:17:26 CET 2016;RT @SlavekSobotka: Bylo mi ctí odhalit s krajany desku k 100.výročí Čs.národní rady.Byl to tehdy důležitý krok k vzniku Československa.
1;sp;712976695234576384;cs;Thu Mar 24 13:17:45 CET 2016;Pulkrab vedl mladíky za výhrou, devatenáctka v kvalifikaci zdolala Rumunsko 
1;sp;712976515848384513;cs;Thu Mar 24 13:17:02 CET 2016;MARCA: Láďa Krejčí mezi největšími vycházejícími hvězdami nadcházejícího Eura -> 
1;po;712976535888773121;cs;Thu Mar 24 13:17:07 CET 2016;Bylo mi ctí odhalit s krajany desku k 100.výročí Čs.národní rady.Byl to tehdy důležitý krok k vzniku Československa. 
1;po;712976849555599360;cs;Thu Mar 24 13:18:22 CET 2016;RT @SlavekSobotka: Bylo mi ctí odhalit s krajany desku k 100.výročí Čs.národní rady.Byl to tehdy důležitý krok k vzniku Československa.
1;ji;712976809277698048;cs;Thu Mar 24 13:18:12 CET 2016;V Portugalském městě S. João da Madeira se konalo zahajovací setkání projektu ECO: European Challenges and... 
1;ku;712977015868145664;cs;Thu Mar 24 13:19:01 CET 2016;Afrika Bambaataa 27. května 2016 v pražském Rock Café.
1;ku;712977114711109632;cs;Thu Mar 24 13:19:25 CET 2016;Graham Bonnet 󾌵 rockový zpěvák, který hrál jako sólový umělec v kapele Rainbow, dnes vystoupí v DOV 
1;pr;712977486494113792;cs;Thu Mar 24 13:20:53 CET 2016;Podniková Toshiba Tecra Z40 v nové generaci: Jestli existuje v nestabilním počítačovém světě něco konstantního, bude to design zetkové řady u Toshiby.
1;ji;712977580572409856;cs;Thu Mar 24 13:21:16 CET 2016;Dočasná změna trasy a zastávek pro linky číslo 109, 240, 250, 261, 269 a 296 
1;sp;712977902825054208;cs;Thu Mar 24 13:22:33 CET 2016;Bike Cup Stolové hory 2016  Více na: 
1;ji;712977924765327360;cs;Thu Mar 24 13:22:38 CET 2016;ČTÚ hrozí O2 a Vodafonu kvůli cenám LTE dvoumilionovou pokutou: Tři velcí operátoři nabízejí virtuálům přístup k LTE příliš draze a dva z nich nesplnili nedávnou výzvu regulátora
